batter,bowling_team,runs,balls,dismissals,fours,sixes,strike_rate,average
S Gopal,Chennai Super Kings,27,20,20,2,1,135.0,1.35
S Gopal,Delhi Capitals,40,42,43,4,0,95.23809523809523,0.9302325581395349
S Gopal,Kolkata Knight Riders,46,40,41,6,0,114.99999999999999,1.1219512195121952
S Gopal,Mumbai Indians,14,10,10,2,0,140.0,1.4
S Gopal,Punjab Kings,25,18,18,3,0,138.88888888888889,1.3888888888888888
S Gopal,Rajasthan Royals,1,1,1,0,0,100.0,1.0
S Gopal,Rising Pune Supergiants,2,16,16,0,0,12.5,0.125
S Gopal,Royal Challengers Bengaluru,7,4,4,0,1,175.0,1.75
S Gopal,Sunrisers Hyderabad,18,18,20,2,0,100.0,0.9
S Kaul,Chennai Super Kings,7,9,9,0,0,77.77777777777779,0.7777777777777778
S Kaul,Kolkata Knight Riders,7,5,5,1,0,140.0,1.4
S Kaul,Mumbai Indians,3,17,17,0,0,17.647058823529413,0.17647058823529413
S Kaul,Rajasthan Royals,2,2,2,0,0,100.0,1.0
S Kaul,Rising Pune Supergiants,0,2,2,0,0,0.0,0.0
S Kaul,Royal Challengers Bengaluru,1,1,1,0,0,100.0,1.0
S Kaushik,Royal Challengers Bengaluru,0,1,1,0,0,0.0,0.0
S Ladda,Mumbai Indians,0,8,9,0,0,0.0,0.0
S Ladda,Sunrisers Hyderabad,0,1,1,0,0,0.0,0.0
S Lamichhane,Punjab Kings,0,1,1,0,0,0.0,0.0
S Nadeem,Chennai Super Kings,10,20,20,1,0,50.0,0.5
S Nadeem,Delhi Capitals,2,3,3,0,0,66.66666666666666,0.6666666666666666
S Nadeem,Kolkata Knight Riders,10,18,18,0,0,55.55555555555556,0.5555555555555556
S Nadeem,Mumbai Indians,3,9,9,0,0,33.33333333333333,0.3333333333333333
S Nadeem,Other,6,5,5,1,0,120.0,1.2
S Nadeem,Punjab Kings,3,8,9,0,0,37.5,0.3333333333333333
S Nadeem,Rajasthan Royals,1,4,4,0,0,25.0,0.25
S Nadeem,Royal Challengers Bengaluru,4,16,16,0,0,25.0,0.25
S Nadeem,Sunrisers Hyderabad,0,4,4,0,0,0.0,0.0
S Narwal,Chennai Super Kings,2,2,2,0,0,100.0,1.0
S Narwal,Delhi Capitals,35,24,26,6,0,145.83333333333331,1.3461538461538463
S Narwal,Royal Challengers Bengaluru,0,1,1,0,0,0.0,0.0
S Rana,Chennai Super Kings,6,8,8,0,0,75.0,0.75
S Rana,Delhi Capitals,15,14,14,1,0,107.14285714285714,1.0714285714285714
S Rana,Kolkata Knight Riders,37,28,28,4,0,132.14285714285714,1.3214285714285714
S Rana,Punjab Kings,18,16,16,2,1,112.5,1.125
S Rana,Rajasthan Royals,3,8,9,0,0,37.5,0.3333333333333333
S Rana,Sunrisers Hyderabad,12,7,7,2,0,171.42857142857142,1.7142857142857142
S Randiv,Mumbai Indians,2,4,4,0,0,50.0,0.5
S Sohal,Chennai Super Kings,61,41,45,6,4,148.78048780487805,1.3555555555555556
S Sohal,Delhi Capitals,65,53,53,8,1,122.64150943396226,1.2264150943396226
S Sohal,Kolkata Knight Riders,51,37,38,3,3,137.83783783783784,1.3421052631578947
S Sohal,Mumbai Indians,68,52,55,5,5,130.76923076923077,1.2363636363636363
S Sohal,Other,35,33,38,2,2,106.06060606060606,0.9210526315789473
S Sohal,Punjab Kings,7,5,5,1,0,140.0,1.4
S Sohal,Rajasthan Royals,4,5,5,0,0,80.0,0.8
S Sohal,Royal Challengers Bengaluru,38,37,39,5,1,102.7027027027027,0.9743589743589743
S Sohal,Sunrisers Hyderabad,39,29,33,4,2,134.48275862068965,1.1818181818181819
S Sreesanth,Chennai Super Kings,0,2,2,0,0,0.0,0.0
S Sreesanth,Delhi Capitals,15,16,17,2,0,93.75,0.8823529411764706
S Sreesanth,Kolkata Knight Riders,1,2,2,0,0,50.0,0.5
S Sreesanth,Mumbai Indians,1,11,12,0,0,9.090909090909092,0.08333333333333333
S Sreesanth,Other,1,6,6,0,0,16.666666666666664,0.16666666666666666
S Sreesanth,Rajasthan Royals,4,10,10,1,0,40.0,0.4
S Sreesanth,Royal Challengers Bengaluru,0,2,2,0,0,0.0,0.0
S Sreesanth,Sunrisers Hyderabad,12,6,6,3,0,200.0,2.0
S Sriram,Kolkata Knight Riders,27,29,31,3,0,93.10344827586206,0.8709677419354839
S Sriram,Punjab Kings,4,7,7,0,0,57.14285714285714,0.5714285714285714
S Tyagi,Sunrisers Hyderabad,3,4,4,0,0,75.0,0.75
S Vidyut,Delhi Capitals,94,60,63,13,2,156.66666666666666,1.492063492063492
S Vidyut,Mumbai Indians,16,11,11,3,0,145.45454545454547,1.4545454545454546
S Vidyut,Punjab Kings,14,11,13,3,0,127.27272727272727,1.0769230769230769
S Vidyut,Rajasthan Royals,21,24,25,2,1,87.5,0.84
S Vidyut,Royal Challengers Bengaluru,0,3,3,0,0,0.0,0.0
SA Abbott,Delhi Capitals,7,5,5,0,1,140.0,1.4
SA Abbott,Kolkata Knight Riders,1,4,4,0,0,25.0,0.25
SA Abbott,Sunrisers Hyderabad,14,9,9,1,1,155.55555555555557,1.5555555555555556
SA Asnodkar,Chennai Super Kings,137,110,112,17,4,124.54545454545453,1.2232142857142858
SA Asnodkar,Delhi Capitals,55,33,33,8,2,166.66666666666669,1.6666666666666667
SA Asnodkar,Kolkata Knight Riders,69,43,44,12,1,160.46511627906978,1.5681818181818181
SA Asnodkar,Mumbai Indians,56,54,58,5,1,103.7037037037037,0.9655172413793104
SA Asnodkar,Punjab Kings,12,13,14,1,0,92.3076923076923,0.8571428571428571
SA Asnodkar,Royal Challengers Bengaluru,50,46,49,7,1,108.69565217391303,1.0204081632653061
SA Asnodkar,Sunrisers Hyderabad,44,40,42,6,1,110.00000000000001,1.0476190476190477
SA Yadav,Chennai Super Kings,437,348,353,47,10,125.57471264367817,1.2379603399433428
SA Yadav,Delhi Capitals,542,382,388,53,20,141.8848167539267,1.3969072164948453
SA Yadav,Gujarat Titans,316,182,184,28,17,173.62637362637363,1.7173913043478262
SA Yadav,Kolkata Knight Riders,490,323,328,55,19,151.70278637770897,1.4939024390243902
SA Yadav,Lucknow Super Giants,215,143,148,19,8,150.34965034965035,1.4527027027027026
SA Yadav,Mumbai Indians,143,88,90,13,6,162.5,1.5888888888888888
SA Yadav,Other,22,31,31,1,1,70.96774193548387,0.7096774193548387
SA Yadav,Punjab Kings,606,388,396,64,27,156.18556701030928,1.5303030303030303
SA Yadav,Rajasthan Royals,518,352,367,57,17,147.1590909090909,1.4114441416893733
SA Yadav,Rising Pune Supergiants,90,65,70,8,4,138.46153846153845,1.2857142857142858
SA Yadav,Royal Challengers Bengaluru,538,347,352,57,23,155.04322766570607,1.5284090909090908
SA Yadav,Sunrisers Hyderabad,500,322,328,63,19,155.27950310559007,1.524390243902439
SB Bangar,Delhi Capitals,8,14,14,0,0,57.14285714285714,0.5714285714285714
SB Bangar,Kolkata Knight Riders,16,14,14,1,1,114.28571428571428,1.1428571428571428
SB Bangar,Punjab Kings,3,8,8,0,0,37.5,0.375
SB Bangar,Rajasthan Royals,5,15,15,0,0,33.33333333333333,0.3333333333333333
SB Bangar,Royal Challengers Bengaluru,17,7,7,0,2,242.85714285714283,2.4285714285714284
SB Dubey,Chennai Super Kings,0,1,1,0,0,0.0,0.0
SB Dubey,Delhi Capitals,25,12,14,2,2,208.33333333333334,1.7857142857142858
SB Dubey,Gujarat Titans,1,3,3,0,0,33.33333333333333,0.3333333333333333
SB Dubey,Kolkata Knight Riders,34,26,26,2,2,130.76923076923077,1.3076923076923077
SB Dubey,Lucknow Super Giants,3,3,3,0,0,100.0,1.0
SB Dubey,Mumbai Indians,23,15,15,3,1,153.33333333333334,1.5333333333333334
SB Dubey,Punjab Kings,7,7,7,0,0,100.0,1.0
SB Dubey,Royal Challengers Bengaluru,12,7,7,1,1,171.42857142857142,1.7142857142857142
SB Dubey,Sunrisers Hyderabad,34,11,11,1,4,309.09090909090907,3.090909090909091
SB Jakati,Delhi Capitals,14,10,11,2,0,140.0,1.2727272727272727
SB Jakati,Mumbai Indians,6,10,10,0,0,60.0,0.6
SB Jakati,Royal Challengers Bengaluru,8,9,9,1,0,88.88888888888889,0.8888888888888888
SB Joshi,Kolkata Knight Riders,3,6,8,0,0,50.0,0.375
SB Joshi,Rajasthan Royals,3,8,8,0,0,37.5,0.375
SB Styris,Chennai Super Kings,56,61,62,6,1,91.80327868852459,0.9032258064516129
SB Styris,Delhi Capitals,29,28,28,2,0,103.57142857142858,1.0357142857142858
SB Styris,Kolkata Knight Riders,16,20,20,2,0,80.0,0.8
SB Styris,Punjab Kings,1,2,2,0,0,50.0,0.5
SB Styris,Rajasthan Royals,13,11,11,0,1,118.18181818181819,1.1818181818181819
SB Styris,Royal Challengers Bengaluru,16,11,11,0,1,145.45454545454547,1.4545454545454546
SB Wagh,Mumbai Indians,2,3,3,0,0,66.66666666666666,0.6666666666666666
SC Ganguly,Chennai Super Kings,79,115,120,9,0,68.69565217391305,0.6583333333333333
SC Ganguly,Delhi Capitals,154,144,160,15,5,106.94444444444444,0.9625
SC Ganguly,Kolkata Knight Riders,59,65,68,4,2,90.76923076923077,0.8676470588235294
SC Ganguly,Mumbai Indians,145,153,157,16,3,94.77124183006535,0.9235668789808917
SC Ganguly,Punjab Kings,235,175,183,25,9,134.28571428571428,1.284153005464481
SC Ganguly,Rajasthan Royals,253,207,218,25,7,122.22222222222223,1.1605504587155964
SC Ganguly,Royal Challengers Bengaluru,97,110,113,8,3,88.18181818181819,0.8584070796460177
SC Ganguly,Sunrisers Hyderabad,327,294,307,35,13,111.22448979591837,1.0651465798045603
SD Chitnis,Chennai Super Kings,11,12,12,1,0,91.66666666666666,0.9166666666666666
SD Chitnis,Delhi Capitals,41,36,37,5,1,113.88888888888889,1.1081081081081081
SD Chitnis,Mumbai Indians,6,8,9,1,0,75.0,0.6666666666666666
SD Chitnis,Other,9,9,9,1,0,100.0,1.0
SD Chitnis,Punjab Kings,15,6,6,1,1,250.0,2.5
SD Chitnis,Sunrisers Hyderabad,17,18,19,1,0,94.44444444444444,0.8947368421052632
SD Hope,Gujarat Titans,24,16,16,2,2,150.0,1.5
SD Hope,Kolkata Knight Riders,6,3,3,0,1,200.0,2.0
SD Hope,Lucknow Super Giants,49,37,39,4,2,132.43243243243242,1.2564102564102564
SD Hope,Mumbai Indians,41,17,17,0,5,241.17647058823528,2.411764705882353
SD Hope,Punjab Kings,33,25,25,2,2,132.0,1.32
SD Hope,Rajasthan Royals,1,1,1,0,0,100.0,1.0
SD Hope,Royal Challengers Bengaluru,29,23,24,4,0,126.08695652173914,1.2083333333333333
SD Lad,Punjab Kings,15,13,13,1,1,115.38461538461537,1.1538461538461537
SE Bond,Chennai Super Kings,1,2,2,0,0,50.0,0.5
SE Marsh,Chennai Super Kings,296,209,213,27,13,141.62679425837322,1.3896713615023475
SE Marsh,Delhi Capitals,219,158,161,27,9,138.60759493670886,1.360248447204969
SE Marsh,Kolkata Knight Riders,186,157,160,20,4,118.47133757961782,1.1625
SE Marsh,Mumbai Indians,526,397,408,54,13,132.49370277078086,1.2892156862745099
SE Marsh,Other,228,185,190,25,5,123.24324324324326,1.2
SE Marsh,Rajasthan Royals,421,288,297,42,17,146.18055555555557,1.4175084175084176
SE Marsh,Rising Pune Supergiants,14,19,19,2,0,73.68421052631578,0.7368421052631579
SE Marsh,Royal Challengers Bengaluru,266,206,210,30,9,129.12621359223303,1.2666666666666666
SE Marsh,Sunrisers Hyderabad,333,252,255,42,8,132.14285714285714,1.3058823529411765
SE Rutherford,Chennai Super Kings,12,20,20,0,1,60.0,0.6
SE Rutherford,Delhi Capitals,48,41,43,2,3,117.07317073170731,1.1162790697674418
SE Rutherford,Kolkata Knight Riders,28,40,40,1,1,70.0,0.7
SE Rutherford,Lucknow Super Giants,60,41,45,4,3,146.34146341463415,1.3333333333333333
SE Rutherford,Mumbai Indians,70,41,46,6,4,170.73170731707316,1.5217391304347827
SE Rutherford,Punjab Kings,49,35,40,4,3,140.0,1.225
SE Rutherford,Rajasthan Royals,59,32,37,3,5,184.375,1.5945945945945945
SE Rutherford,Royal Challengers Bengaluru,129,62,67,3,15,208.06451612903226,1.9253731343283582
SE Rutherford,Sunrisers Hyderabad,44,28,30,6,2,157.14285714285714,1.4666666666666666
SH Johnson,Chennai Super Kings,5,5,5,1,0,100.0,1.0
SH Johnson,Delhi Capitals,1,1,1,0,0,100.0,1.0
SH Johnson,Lucknow Super Giants,0,1,1,0,0,0.0,0.0
SH Johnson,Mumbai Indians,1,3,3,0,0,33.33333333333333,0.3333333333333333
SH Johnson,Royal Challengers Bengaluru,1,1,1,0,0,100.0,1.0
SJ Srivastava,Mumbai Indians,4,3,3,0,0,133.33333333333331,1.3333333333333333
SJ Srivastava,Other,1,1,1,0,0,100.0,1.0
SJ Srivastava,Rajasthan Royals,0,1,1,0,0,0.0,0.0
SK Raina,Delhi Capitals,661,491,503,57,25,134.62321792260693,1.3141153081510935
SK Raina,Kolkata Knight Riders,829,607,620,81,28,136.57331136738057,1.3370967741935484
SK Raina,Mumbai Indians,824,591,618,68,35,139.424703891709,1.3333333333333333
SK Raina,Other,196,163,164,15,6,120.24539877300613,1.1951219512195121
SK Raina,Punjab Kings,830,549,573,76,36,151.183970856102,1.4485165794066317
SK Raina,Rajasthan Royals,630,468,489,65,16,134.6153846153846,1.2883435582822085
SK Raina,Rising Pune Supergiants,101,82,84,7,1,123.17073170731707,1.2023809523809523
SK Raina,Royal Challengers Bengaluru,702,547,564,63,31,128.3363802559415,1.2446808510638299
SK Raina,Sunrisers Hyderabad,763,548,562,74,26,139.23357664233578,1.3576512455516014
SK Rasheed,Lucknow Super Giants,27,19,21,6,0,142.10526315789474,1.2857142857142858
SK Rasheed,Mumbai Indians,19,20,20,1,0,95.0,0.95
SK Rasheed,Punjab Kings,11,12,14,1,1,91.66666666666666,0.7857142857142857
SK Rasheed,Royal Challengers Bengaluru,14,11,11,1,1,127.27272727272727,1.2727272727272727
SK Rasheed,Sunrisers Hyderabad,0,1,1,0,0,0.0,0.0
SK Trivedi,Chennai Super Kings,2,3,3,0,0,66.66666666666666,0.6666666666666666
SK Trivedi,Delhi Capitals,17,24,25,0,1,70.83333333333334,0.68
SK Trivedi,Kolkata Knight Riders,4,4,4,1,0,100.0,1.0
SK Trivedi,Mumbai Indians,6,9,9,0,0,66.66666666666666,0.6666666666666666
SK Trivedi,Royal Challengers Bengaluru,3,7,7,0,0,42.857142857142854,0.42857142857142855
SK Trivedi,Sunrisers Hyderabad,10,12,13,2,0,83.33333333333334,0.7692307692307693
SK Warne,Chennai Super Kings,33,31,31,3,1,106.4516129032258,1.064516129032258
SK Warne,Delhi Capitals,31,32,33,3,1,96.875,0.9393939393939394
SK Warne,Kolkata Knight Riders,34,51,52,1,0,66.66666666666666,0.6538461538461539
SK Warne,Mumbai Indians,8,8,9,1,0,100.0,0.8888888888888888
SK Warne,Other,2,9,9,0,0,22.22222222222222,0.2222222222222222
SK Warne,Punjab Kings,39,36,38,4,0,108.33333333333333,1.0263157894736843
SK Warne,Royal Challengers Bengaluru,7,16,16,0,0,43.75,0.4375
SK Warne,Sunrisers Hyderabad,44,31,31,2,4,141.93548387096774,1.4193548387096775
SL Malinga,Chennai Super Kings,18,22,23,1,1,81.81818181818183,0.782608695652174
SL Malinga,Delhi Capitals,17,23,25,2,0,73.91304347826086,0.68
SL Malinga,Kolkata Knight Riders,8,6,6,0,1,133.33333333333331,1.3333333333333333
SL Malinga,Other,19,18,18,2,1,105.55555555555556,1.0555555555555556
SL Malinga,Punjab Kings,1,1,1,0,0,100.0,1.0
SL Malinga,Rajasthan Royals,9,17,18,1,0,52.94117647058824,0.5
SL Malinga,Rising Pune Supergiants,7,2,2,0,1,350.0,3.5
SL Malinga,Royal Challengers Bengaluru,9,10,10,0,1,90.0,0.9
SM Curran,Chennai Super Kings,68,59,64,5,1,115.2542372881356,1.0625
SM Curran,Delhi Capitals,149,110,113,15,5,135.45454545454544,1.3185840707964602
SM Curran,Gujarat Titans,47,49,52,3,1,95.91836734693877,0.9038461538461539
SM Curran,Kolkata Knight Riders,119,79,80,9,5,150.63291139240508,1.4875
SM Curran,Lucknow Super Giants,27,18,19,3,1,150.0,1.4210526315789473
SM Curran,Mumbai Indians,143,101,106,13,8,141.58415841584159,1.349056603773585
SM Curran,Punjab Kings,93,51,55,10,4,182.35294117647058,1.690909090909091
SM Curran,Rajasthan Royals,171,121,125,11,9,141.32231404958677,1.368
SM Curran,Royal Challengers Bengaluru,69,67,70,7,0,102.98507462686568,0.9857142857142858
SM Curran,Sunrisers Hyderabad,111,76,77,9,7,146.05263157894737,1.4415584415584415
SM Harwood,Chennai Super Kings,6,7,7,0,0,85.71428571428571,0.8571428571428571
SM Harwood,Sunrisers Hyderabad,3,7,7,0,0,42.857142857142854,0.42857142857142855
SM Katich,Chennai Super Kings,79,55,55,4,5,143.63636363636363,1.4363636363636363
SM Katich,Delhi Capitals,95,62,65,14,2,153.2258064516129,1.4615384615384615
SM Katich,Kolkata Knight Riders,34,28,29,3,1,121.42857142857142,1.1724137931034482
SM Katich,Mumbai Indians,0,2,2,0,0,0.0,0.0
SM Katich,Rajasthan Royals,10,13,13,2,0,76.92307692307693,0.7692307692307693
SM Katich,Royal Challengers Bengaluru,3,5,5,0,0,60.0,0.6
SM Katich,Sunrisers Hyderabad,20,21,22,3,0,95.23809523809523,0.9090909090909091
SM Pollock,Chennai Super Kings,17,15,18,0,1,113.33333333333333,0.9444444444444444
SM Pollock,Delhi Capitals,49,30,32,4,3,163.33333333333334,1.53125
SM Pollock,Punjab Kings,22,22,22,2,1,100.0,1.0
SM Pollock,Rajasthan Royals,0,1,1,0,0,0.0,0.0
SM Pollock,Royal Challengers Bengaluru,28,12,12,3,2,233.33333333333334,2.3333333333333335
SM Pollock,Sunrisers Hyderabad,31,31,31,3,1,100.0,1.0
SMSM Senanayake,Chennai Super Kings,7,13,13,0,0,53.84615384615385,0.5384615384615384
SMSM Senanayake,Other,2,1,1,0,0,200.0,2.0
SMSM Senanayake,Punjab Kings,1,3,3,0,0,33.33333333333333,0.3333333333333333
SN Khan,Chennai Super Kings,131,107,109,11,3,122.42990654205607,1.201834862385321
SN Khan,Delhi Capitals,63,51,53,10,0,123.52941176470588,1.1886792452830188
SN Khan,Gujarat Titans,30,34,34,2,0,88.23529411764706,0.8823529411764706
SN Khan,Kolkata Knight Riders,42,41,42,3,2,102.4390243902439,1.0
SN Khan,Lucknow Super Giants,40,37,38,4,0,108.10810810810811,1.0526315789473684
SN Khan,Mumbai Indians,50,39,39,4,3,128.2051282051282,1.2820512820512822
SN Khan,Punjab Kings,91,55,57,13,2,165.45454545454547,1.5964912280701755
SN Khan,Rajasthan Royals,117,74,77,15,3,158.10810810810813,1.5194805194805194
SN Khan,Rising Pune Supergiants,2,1,1,0,0,200.0,2.0
SN Khan,Royal Challengers Bengaluru,65,39,40,9,3,166.66666666666669,1.625
SN Khan,Sunrisers Hyderabad,76,37,37,9,4,205.4054054054054,2.054054054054054
SN Thakur,Chennai Super Kings,30,23,25,3,1,130.43478260869566,1.2
SN Thakur,Delhi Capitals,7,9,10,1,0,77.77777777777779,0.7
SN Thakur,Gujarat Titans,5,14,15,0,0,35.714285714285715,0.3333333333333333
SN Thakur,Kolkata Knight Riders,40,27,27,1,3,148.14814814814815,1.4814814814814814
SN Thakur,Lucknow Super Giants,4,9,9,0,0,44.44444444444444,0.4444444444444444
SN Thakur,Mumbai Indians,70,57,58,7,1,122.80701754385966,1.206896551724138
SN Thakur,Other,0,1,1,0,0,0.0,0.0
SN Thakur,Punjab Kings,31,21,22,2,2,147.61904761904762,1.4090909090909092
SN Thakur,Rajasthan Royals,20,17,19,1,1,117.64705882352942,1.0526315789473684
SN Thakur,Royal Challengers Bengaluru,87,42,44,9,5,207.14285714285717,1.9772727272727273
SN Thakur,Sunrisers Hyderabad,39,20,22,7,0,195.0,1.7727272727272727
SO Hetmyer,Chennai Super Kings,140,100,110,10,6,140.0,1.2727272727272727
SO Hetmyer,Delhi Capitals,75,42,44,4,5,178.57142857142858,1.7045454545454546
SO Hetmyer,Gujarat Titans,190,120,127,12,12,158.33333333333331,1.4960629921259843
SO Hetmyer,Kolkata Knight Riders,127,84,93,5,9,151.19047619047618,1.3655913978494623
SO Hetmyer,Lucknow Super Giants,78,55,55,3,6,141.8181818181818,1.4181818181818182
SO Hetmyer,Mumbai Indians,105,86,92,9,4,122.09302325581395,1.141304347826087
SO Hetmyer,Punjab Kings,204,119,127,14,15,171.42857142857142,1.6062992125984252
SO Hetmyer,Rajasthan Royals,74,49,50,6,5,151.0204081632653,1.48
SO Hetmyer,Royal Challengers Bengaluru,235,160,165,16,14,146.875,1.4242424242424243
SO Hetmyer,Sunrisers Hyderabad,284,181,191,16,19,156.9060773480663,1.486910994764398
SP Fleming,Delhi Capitals,57,41,44,9,0,139.02439024390242,1.2954545454545454
SP Fleming,Kolkata Knight Riders,32,20,21,6,0,160.0,1.5238095238095237
SP Fleming,Mumbai Indians,26,29,29,4,0,89.65517241379311,0.896551724137931
SP Fleming,Punjab Kings,1,4,4,0,0,25.0,0.25
SP Fleming,Rajasthan Royals,7,6,6,0,1,116.66666666666667,1.1666666666666667
SP Fleming,Royal Challengers Bengaluru,45,40,40,3,2,112.5,1.125
SP Fleming,Sunrisers Hyderabad,28,25,27,5,0,112.00000000000001,1.037037037037037
SP Goswami,Chennai Super Kings,27,33,33,3,0,81.81818181818183,0.8181818181818182
SP Goswami,Delhi Capitals,92,84,88,12,1,109.52380952380953,1.0454545454545454
SP Goswami,Kolkata Knight Riders,133,122,128,15,2,109.01639344262296,1.0390625
SP Goswami,Mumbai Indians,21,31,32,1,0,67.74193548387096,0.65625
SP Goswami,Other,6,3,3,1,0,200.0,2.0
SP Goswami,Punjab Kings,10,14,15,0,0,71.42857142857143,0.6666666666666666
SP Goswami,Royal Challengers Bengaluru,1,5,5,0,0,20.0,0.2
SP Goswami,Sunrisers Hyderabad,3,3,3,0,0,100.0,1.0
SP Jackson,Chennai Super Kings,3,3,3,0,0,100.0,1.0
SP Jackson,Delhi Capitals,12,5,5,2,0,240.0,2.4
SP Jackson,Mumbai Indians,5,7,7,0,0,71.42857142857143,0.7142857142857143
SP Jackson,Rajasthan Royals,8,8,8,0,0,100.0,1.0
SP Jackson,Rising Pune Supergiants,10,9,9,2,0,111.11111111111111,1.1111111111111112
SP Jackson,Royal Challengers Bengaluru,0,1,1,0,0,0.0,0.0
SP Jackson,Sunrisers Hyderabad,23,24,24,1,1,95.83333333333334,0.9583333333333334
SP Narine,Chennai Super Kings,217,140,151,17,18,155.0,1.4370860927152318
SP Narine,Delhi Capitals,259,144,154,23,18,179.86111111111111,1.6818181818181819
SP Narine,Gujarat Titans,22,19,20,3,1,115.78947368421053,1.1
SP Narine,Lucknow Super Giants,161,79,86,14,13,203.7974683544304,1.872093023255814
SP Narine,Mumbai Indians,51,58,61,4,3,87.93103448275862,0.8360655737704918
SP Narine,Other,44,24,24,9,1,183.33333333333331,1.8333333333333333
SP Narine,Punjab Kings,260,144,155,30,15,180.55555555555557,1.6774193548387097
SP Narine,Rajasthan Royals,268,164,177,33,15,163.41463414634146,1.5141242937853108
SP Narine,Rising Pune Supergiants,16,17,18,3,0,94.11764705882352,0.8888888888888888
SP Narine,Royal Challengers Bengaluru,333,184,196,35,23,180.97826086956522,1.6989795918367347
SP Narine,Sunrisers Hyderabad,185,117,125,20,13,158.1196581196581,1.48
SPD Smith,Chennai Super Kings,317,272,282,21,10,116.54411764705883,1.124113475177305
SPD Smith,Delhi Capitals,174,115,123,22,5,151.30434782608694,1.4146341463414633
SPD Smith,Kolkata Knight Riders,267,227,229,23,3,117.62114537444934,1.165938864628821
SPD Smith,Mumbai Indians,471,367,376,41,12,128.33787465940054,1.252659574468085
SPD Smith,Other,153,90,92,15,6,170.0,1.6630434782608696
SPD Smith,Punjab Kings,322,243,250,34,6,132.5102880658436,1.288
SPD Smith,Rajasthan Royals,55,53,54,6,0,103.77358490566037,1.0185185185185186
SPD Smith,Royal Challengers Bengaluru,356,272,278,34,8,130.88235294117646,1.2805755395683454
SPD Smith,Sunrisers Hyderabad,380,306,315,30,10,124.18300653594771,1.2063492063492063
SR Tendulkar,Chennai Super Kings,368,308,323,45,5,119.48051948051948,1.1393188854489165
SR Tendulkar,Delhi Capitals,294,249,264,37,4,118.07228915662651,1.1136363636363635
SR Tendulkar,Kolkata Knight Riders,326,241,252,42,7,135.26970954356847,1.2936507936507937
SR Tendulkar,Other,252,206,217,33,4,122.33009708737863,1.1612903225806452
SR Tendulkar,Punjab Kings,270,237,242,34,2,113.9240506329114,1.115702479338843
SR Tendulkar,Rajasthan Royals,273,230,245,29,3,118.69565217391305,1.1142857142857143
SR Tendulkar,Royal Challengers Bengaluru,269,236,245,42,1,113.98305084745763,1.0979591836734695
SR Tendulkar,Sunrisers Hyderabad,282,241,256,34,3,117.0124481327801,1.1015625
SR Watson,Chennai Super Kings,480,313,322,39,27,153.3546325878594,1.4906832298136645
SR Watson,Delhi Capitals,531,380,391,44,32,139.73684210526315,1.3580562659846547
SR Watson,Kolkata Knight Riders,509,359,369,55,20,141.78272980501393,1.3794037940379404
SR Watson,Mumbai Indians,466,393,406,50,21,118.57506361323156,1.1477832512315271
SR Watson,Other,241,167,167,22,14,144.31137724550896,1.4431137724550898
SR Watson,Punjab Kings,449,323,340,51,18,139.0092879256966,1.3205882352941176
SR Watson,Rajasthan Royals,199,129,133,15,13,154.26356589147287,1.4962406015037595
SR Watson,Rising Pune Supergiants,51,32,32,6,2,159.375,1.59375
SR Watson,Royal Challengers Bengaluru,308,268,273,37,9,114.92537313432835,1.1282051282051282
SR Watson,Sunrisers Hyderabad,646,449,459,58,34,143.87527839643653,1.4074074074074074
SS Cottrell,Sunrisers Hyderabad,0,2,2,0,0,0.0,0.0
SS Iyer,Chennai Super Kings,421,349,355,35,12,120.63037249283668,1.1859154929577465
SS Iyer,Delhi Capitals,200,138,141,17,7,144.92753623188406,1.4184397163120568
SS Iyer,Gujarat Titans,127,68,72,6,12,186.76470588235296,1.7638888888888888
SS Iyer,Kolkata Knight Riders,485,323,334,38,24,150.1547987616099,1.4520958083832336
SS Iyer,Lucknow Super Giants,214,146,158,21,9,146.57534246575344,1.3544303797468353
SS Iyer,Mumbai Indians,567,426,442,50,25,133.09859154929578,1.2828054298642535
SS Iyer,Other,110,65,66,15,4,169.23076923076923,1.6666666666666667
SS Iyer,Punjab Kings,352,270,281,30,13,130.37037037037038,1.2526690391459074
SS Iyer,Rajasthan Royals,406,304,322,34,18,133.55263157894737,1.2608695652173914
SS Iyer,Rising Pune Supergiants,11,14,14,1,0,78.57142857142857,0.7857142857142857
SS Iyer,Royal Challengers Bengaluru,409,341,355,34,13,119.94134897360705,1.152112676056338
SS Iyer,Sunrisers Hyderabad,636,464,478,48,29,137.06896551724137,1.3305439330543933
SS Prabhudessai,Chennai Super Kings,53,29,32,5,3,182.75862068965517,1.65625
SS Prabhudessai,Delhi Capitals,6,5,5,1,0,120.0,1.2
SS Prabhudessai,Kolkata Knight Riders,34,27,28,4,0,125.92592592592592,1.2142857142857142
SS Prabhudessai,Lucknow Super Giants,16,16,17,0,1,100.0,0.9411764705882353
SS Prabhudessai,Rajasthan Royals,2,9,9,0,0,22.22222222222222,0.2222222222222222
SS Prabhudessai,Sunrisers Hyderabad,15,20,22,1,0,75.0,0.6818181818181818
SS Shaikh,Rajasthan Royals,6,7,7,1,0,85.71428571428571,0.8571428571428571
SS Tiwary,Chennai Super Kings,194,179,186,13,4,108.37988826815644,1.043010752688172
